lemma,pos,level,english,example_de,example_en,gender,plural,separable,aux,praesens_ich,praesens_er,praeteritum,partizip_ii,perfekt,comparative,superlative,sources_csv,source_notes
tauchen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/tauchen
Technik,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Technik
technisch,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/technisch
Technologie,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Technologie
Teilnahme,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Teilnahme
Teilnehmer,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Teilnehmer
Teilnehmerin,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Teilnehmerin
teilweise,Adv,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/teilweise#1
teilweise,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/teilweise#2
Teilzeit,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Teilzeit
Temperatur,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Temperatur
Tempo,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Tempo#1
Teppich,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Teppich
Terminkalender,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Terminkalender
Terrasse,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Terrasse
testen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/testen
theoretisch,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/theoretisch
Theorie,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Theorie
Therapie,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Therapie
Tierpark,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Tierpark
tippen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/tippen#1
Tod,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Tod
tolerant,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/tolerant
Tor,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Tor#1
Tote,N,B1,,,,"die, der",,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Tote
Tourismus,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Tourismus
Tradition,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Tradition
traditionell,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/traditionell
Trainer,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Trainer
Trainerin,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Trainerin
Tram,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Tram#1
Transport,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Transport
transportieren,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/transportieren
Treffpunkt,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Treffpunkt
treiben,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/treiben
trennen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/trennen
Trennung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Trennung
Treppenhaus,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Treppenhaus
treten,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/treten
treu,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/treu
Trinkgeld,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Trinkgeld
trocknen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/trocknen
Tropfen,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Tropfen
Trottoir,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Trottoir
trotz,Präp,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/trotz
trotzdem,Konj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/trotzdem
Träne,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Tr%C3%A4ne
Tuch,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Tuch
Turm,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Turm
twittern,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/twittern
Typ,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Typ
Täter,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/T%C3%A4ter
Täterin,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/T%C3%A4terin
Tätigkeit,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/T%C3%A4tigkeit
tödlich,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/t%C3%B6dlich
Tüte,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/T%C3%BCte
U-Bahn,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/U-Bahn
Ufer,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Ufer
umarmen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/umarmen
umdrehen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/umdrehen
Umfrage,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Umfrage
Umgebung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Umgebung
umgehen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/umgehen
Umleitung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Umleitung
umso,Konj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/umso
umsonst,Adv,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/umsonst
Umtausch,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Umtausch
umtauschen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/umtauschen
Umwelt,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Umwelt
Umweltschutz,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Umweltschutz
Umweltverschmutzung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Umweltverschmutzung
unentschieden,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/unentschieden
ungefähr,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/ungef%C3%A4hr
ungewöhnlich,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/ungew%C3%B6hnlich
unglaublich,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/unglaublich
Unglück,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Ungl%C3%BCck
unheimlich,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/unheimlich
Uniform,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Uniform
unterbrechen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/unterbrechen
Unterhaltung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Unterhaltung
Unterlage,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Unterlage
unterlassen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/unterlassen
Unternehmer,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Unternehmer
Unternehmerin,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Unternehmerin
unterrichten,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/unterrichten
unterscheiden,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/unterscheiden
unterschiedlich,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/unterschiedlich
unterstreichen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/unterstreichen
unterstützen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/unterst%C3%BCtzen
Unterstützung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Unterst%C3%BCtzung
Untersuchung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Untersuchung
Urkunde,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Urkunde
Ursache,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Ursache
ursprünglich,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/urspr%C3%BCnglich
Urteil,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Urteil
Vase,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Vase
vegetarisch,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/vegetarisch
Velo,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Velo
Verabredung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Verabredung
verabschieden,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verabschieden
verantwortlich,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verantwortlich
Verantwortung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Verantwortung
verbessern,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verbessern
Verbindung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Verbindung
Verbot,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Verbot
verbrauchen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verbrauchen
Verbrecher,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Verbrecher
Verbrecherin,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Verbrecherin
verbrennen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verbrennen
verbringen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verbringen
Verdacht,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Verdacht
verdächtig,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verd%C3%A4chtig
Vergangenheit,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Vergangenheit
vergeblich,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/vergeblich
Vergleich,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Vergleich
Vergnügen,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Vergn%C3%BCgen
vergnügen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/vergn%C3%BCgen
vergrößern,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/vergr%C3%B6%C3%9Fern
verhaften,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verhaften
Verhalten,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Verhalten
verhalten,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verhalten#1
verhindern,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verhindern
Verhältnis,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Verh%C3%A4ltnis
Verkehrszeichen,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Verkehrszeichen
Verkäuferin,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Verk%C3%A4uferin
Verlag,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Verlag
verlangen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verlangen
verlassen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verlassen#1; https://www.dwds.de/wb/verlassen#2
verlaufen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verlaufen
Verletzung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Verletzung
Verlierer,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Verlierer
Verlust,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Verlust
verlängern,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verl%C3%A4ngern
vermeiden,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/vermeiden
Vermietung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Vermietung
vermissen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/vermissen
Vermittlung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Vermittlung
vermuten,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/vermuten
vermutlich,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/vermutlich
vernünftig,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/vern%C3%BCnftig
verpacken,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verpacken
verpflegen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verpflegen
verpflichten,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verpflichten
verraten,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verraten
Versammlung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Versammlung
verschmutzen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verschmutzen
verschreiben,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verschreiben
verschwinden,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verschwinden
versichern,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/versichern
Versichertenkarte,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Versichertenkarte
Versicherung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Versicherung
versprechen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/versprechen
verstecken,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verstecken
verständlich,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verst%C3%A4ndlich
Verständnis,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Verst%C3%A4ndnis
Versuch,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Versuch
versäumen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/vers%C3%A4umen
verteilen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verteilen
Vertrauen,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Vertrauen
vertrauen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/vertrauen
vertreten,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/vertreten
Vertreter,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Vertreter
Vertreterin,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Vertreterin
Vertretung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Vertretung
verursachen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verursachen
verurteilen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verurteilen
Verwaltung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Verwaltung
verwandt,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verwandt
verwechseln,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verwechseln
verwenden,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verwenden
verzeihen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verzeihen
Verzeihung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Verzeihung
verzichten,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/verzichten
verändern,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/ver%C3%A4ndern
veröffentlichen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/ver%C3%B6ffentlichen
Video,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Video
virtuell,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/virtuell
Virus,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Virus
Visitenkarte,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Visitenkarte
Visum,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Visum
Vitamin,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Vitamin
Vollzeit,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Vollzeit
voneinander,Adv,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/voneinander
voraus,Adv,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/voraus
Voraussetzung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Voraussetzung
voraussichtlich,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/voraussichtlich
Vorbereitung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Vorbereitung
vorder,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/vorder
Vorfahrt,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Vorfahrt
vorhaben,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/vorhaben
vorhin,Adv,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/vorhin
vorkommen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/vorkommen
vorlesen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/vorlesen
vorläufig,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/vorl%C3%A4ufig
Vorort,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Vorort
vorschlagen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/vorschlagen
Vorschrift,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Vorschrift
Vorspeise,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Vorspeise
Vorstellung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Vorstellung
Vorstellungsgespräch,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Vorstellungsgespr%C3%A4ch
Vorteil,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Vorteil
Vortrag,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Vortrag
Vorwurf,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Vorwurf
völlig,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/v%C3%B6llig
waagerecht,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/waagerecht
waagrecht,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/waagrecht
wachsen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/wachsen#1
Wahl,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Wahl
wahnsinnig,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/wahnsinnig
Wahrheit,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Wahrheit
Wand,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Wand
Wanderung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Wanderung
Wandrung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Wandrung
Ware,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Ware
warnen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/warnen
Waschmittel,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Waschmittel
Wecker,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Wecker
weder,Konj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/weder
weigern,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/weigern
Weiterbildung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Weiterbildung
weltenweit,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/weltenweit
weltweit,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/weltweit
wenden,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/wenden
Werbung,N,B1,,,,die,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Werbung
werfen,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/werfen
Werk,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Werk
Werkzeug,N,B1,,,,das,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Werkzeug
Wert,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Wert
wert,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/wert
wertlos,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/wertlos
wertvoll,Adj,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/wertvoll
weshalb,Adv,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/weshalb
wetten,V,B1,,,,,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/wetten
Wetterbericht,N,B1,,,,der,,,,,,,,,,,dwds-goethe-B1.csv,https://www.dwds.de/wb/Wetterbericht
